#rxonly
0.5 39.3
1.0 30.4
1.5 52.8
2.0 73.0

#txonly2
3.0 68.0
3.5 51.1
4.0 64.2
4.5 73.7

#l2fwd
5.5 22.4
6.0 16.4
6.5 20.0
7.0 22.5
